route_id,name,latitude,longitude
30300001,42690,36.36067,127.34951
30300001,42730,36.36223,127.35318
30300001,42750,36.36593,127.351974
30300002,44490,36.448254,127.384605
30300002,46770,36.44269,127.38441
30300002,44790,36.437572,127.38576
30300002,44780,36.43565,127.386406
30300002,44730,36.43245,127.38405
30300002,44710,36.430603,127.38317
30300002,44740,36.428967,127.38423
30300002,44850,36.429676,127.38679
30300002,51820,36.4389,127.39572
30300002,51830,36.44141,127.400116
30300002,51860,36.444374,127.40408
30300002,51750,36.44893,127.41211
30300002,51660,36.449306,127.42087
30300002,51700,36.450222,127.42443
30300002,52790,36.449863,127.428955
30300002,51720,36.44464,127.42941
30300002,52330,36.438053,127.42623
30300002,52270,36.43331,127.4238
30300002,50800,36.400158,127.42282
30300002,50720,36.37835,127.426674
30300002,51140,36.372147,127.42838
30300002,51410,36.366577,127.429886
30300002,51440,36.36276,127.43094
30300002,11810,36.357193,127.43447
30300002,11830,36.349014,127.43567
30300002,11970,36.34042,127.43501
30300002,12390,36.332737,127.431725
30300002,20060,36.329636,127.42795
30300002,20790,36.322025,127.42954
30300002,21090,36.31673,127.43257
30300002,21130,36.312645,127.43552
30300002,20890,36.309402,127.44198
30300002,20930,36.3047,127.44925
30300002,10400,36.30167,127.45638
30300002,20980,36.29909,127.454544
30300002,20980,36.300472,127.453384
30300002,20940,36.303894,127.45041
30300002,20900,36.309025,127.443535
30300002,21120,36.31405,127.43449
30300002,21100,36.317005,127.432846
30300002,20800,36.321606,127.43011
30300002,20050,36.3291,127.427444
30300002,12400,36.33254,127.43213
30300002,11980,36.3417,127.43559
30300002,12010,36.349037,127.437195
30300002,11820,36.357525,127.4347
30300002,51450,36.363384,127.43128
30300002,51180,36.36674,127.43035
30300002,51150,36.373375,127.42845
30300002,50730,36.37854,127.42702
30300002,50810,36.400826,127.42295
30300002,52260,36.432716,127.42363
30300002,52340,36.4379,127.42651
30300002,52830,36.444923,127.42969
30300002,52810,36.449253,127.42927
30300002,51710,36.450474,127.42503
30300002,51680,36.449566,127.42093
30300002,51740,36.44869,127.41096
30300002,51800,36.44466,127.40384
30300002,51790,36.44173,127.40005
30300002,51780,36.43963,127.396385
30300002,44840,36.431534,127.38721
30300002,44760,36.42913,127.38439
30300002,44720,36.43031,127.383286
30300002,44810,36.43535,127.3863
30300002,44800,36.4376,127.38602
30300002,46780,36.44248,127.38485
30300002,44490,36.44825,127.384605
30300003,82210,36.418064,127.33674
30300003,82070,36.415867,127.33618
30300003,81680,36.413765,127.337074
30300003,43730,36.410934,127.337074
30300003,43720,36.40888,127.33706
30300003,46560,36.40154,127.3401
30300003,43670,36.40057,127.3458
30300003,43700,36.395054,127.34872
30300003,42980,36.388905,127.346725
30300003,42950,36.38632,127.34598
30300003,42940,36.38425,127.345634
30300003,42570,36.377274,127.34237
30300003,42550,36.374523,127.34144
30300003,42540,36.37055,127.34012
30300003,42130,36.36625,127.33871
30300003,42120,36.363605,127.3376
30300003,42080,36.361412,127.336006
30300003,42010,36.358906,127.33311
30300003,41880,36.35619,127.33231
30300003,41190,36.355476,127.334816
30300003,41210,36.35465,127.33812
30300003,41220,36.35292,127.338425
30300003,41610,36.350883,127.335625
30300003,41580,36.351788,127.33177
30300003,41520,36.34947,127.326836
30300003,41500,36.34874,127.32633
30300003,82380,36.343098,127.31787
30300003,82400,36.34521,127.31292
30300003,82420,36.34449,127.30779
30300003,82440,36.34193,127.30295
30300003,45800,36.33584,127.30183
30300003,45810,36.337196,127.30318
30300003,82590,36.34088,127.305374
30300003,82460,36.34064,127.30772
30300003,82480,36.338432,127.31286
30300003,40450,36.33476,127.312645
30300003,40430,36.331535,127.31168
30300003,40490,36.325844,127.311424
30300003,40360,36.324165,127.31174
30300003,40260,36.319748,127.31369
30300003,40280,36.316544,127.31473
30300003,45300,36.315506,127.31987
30300003,40330,36.31222,127.31981
30300003,82110,36.311394,127.31724
30300003,40240,36.308952,127.31843
30300003,40130,36.30684,127.319336
30300003,40090,36.30404,127.319435
30300003,40040,36.30332,127.31658
30300003,45460,36.300694,127.3153
30300003,40120,36.29977,127.31898
30300003,82130,36.298782,127.320114
30300003,40160,36.297318,127.32017
30300003,45620,36.296066,127.319496
30300003,45610,36.29591,127.319565
30300003,40170,36.297245,127.32031
30300003,80040,36.29882,127.32031
30300003,40110,36.2997,127.318184
30300003,40010,36.301,127.315384
30300003,40050,36.303165,127.316635
30300003,40140,36.303707,127.31873
30300003,40150,36.306267,127.31981
30300003,40250,36.30974,127.31823
30300003,40300,36.31188,127.31859
30300003,40340,36.313576,127.32004
30300003,45310,36.31542,127.32004
30300003,40320,36.31635,127.31892
30300003,40290,36.315563,127.315384
30300003,40270,36.319496,127.31408
30300003,40370,36.32413,127.3119
30300003,40500,36.32584,127.31161
30300003,40440,36.331585,127.31187
30300003,40460,36.334797,127.31284
30300003,40480,36.33738,127.314766
30300003,82490,36.338562,127.31284
30300003,82470,36.34089,127.307686
30300003,45950,36.340622,127.305
30300003,45800,36.33584,127.30183
30300003,45810,36.337196,127.30318
30300003,82450,36.34174,127.30312
30300003,82430,36.34421,127.307976
30300003,82410,36.34466,127.31346
30300003,82390,36.34295,127.31758
30300003,46240,36.34259,127.32124
30300003,41510,36.347733,127.32573
30300003,41530,36.349415,127.327065
30300003,41590,36.351322,127.332664
30300003,41600,36.350636,127.33555
30300003,82160,36.353737,127.33895
30300003,41180,36.355713,127.3346
30300003,41870,36.356293,127.33237
30300003,42020,36.358654,127.33318
30300003,42090,36.361187,127.33618
30300003,42140,36.364986,127.33864
30300003,42530,36.369427,127.34012
30300003,42560,36.37433,127.34173
30300003,42580,36.37747,127.34274
30300003,42960,36.385063,127.34603
30300003,42990,36.38917,127.34697
30300003,43710,36.394432,127.34977
30300003,82600,36.40054,127.34611
30300003,82610,36.4017,127.33986
30300003,82180,36.408287,127.33726
30300003,82190,36.410587,127.33727
30300003,82200,36.41376,127.33733
30300003,82070,36.416744,127.338295
30300003,82210,36.418064,127.33674
30300004,44490,36.448254,127.384605
30300004,44480,36.445457,127.38392
30300004,46770,36.44269,127.38441
30300004,82510,36.44035,127.38412
30300004,82530,36.43996,127.381805
30300004,82550,36.437954,127.382324
30300004,44790,36.437572,127.38576
30300004,44780,36.43565,127.386406
30300004,44730,36.43245,127.38405
30300004,44710,36.430603,127.38317
30300004,44740,36.428967,127.38423
30300004,82220,36.424995,127.38413
30300004,82230,36.421185,127.38115
30300004,43540,36.417835,127.378105
30300004,43530,36.4124,127.377914
30300004,46260,36.40399,127.37591
30300004,46020,36.40003,127.374054
30300004,43500,36.39692,127.37347
30300004,43160,36.386528,127.37846
30300004,43150,36.382385,127.37842
30300004,43110,36.37996,127.37843
30300004,43210,36.37721,127.37889
30300004,42930,36.374023,127.37793
30300004,42910,36.372185,127.37444
30300004,42890,36.36993,127.37101
30300004,42830,36.365097,127.36284
30300004,42780,36.36263,127.35856
30300004,42760,36.361366,127.356026
30300004,42710,36.36042,127.35253
30300004,42700,36.360806,127.34954
30300004,42600,36.36156,127.34412
30300004,41350,36.357758,127.3426
30300004,41320,36.35488,127.34153
30300004,41290,36.35433,127.33983
30300004,41180,36.355713,127.3346
30300004,80550,36.35337,127.33268
30300004,80480,36.350704,127.33156
30300004,80470,36.348442,127.33176
30300004,46630,36.348347,127.33403
30300004,41500,36.346176,127.33553
30300004,82570,36.3431,127.333496
30300004,82240,36.34664,127.33097
30300004,80470,36.348442,127.33176
30300004,46630,36.348347,127.33403
30300004,41500,36.346176,127.33553
30300004,82570,36.3431,127.333496
30300004,82240,36.34664,127.33097
30300004,82260,36.35071,127.33176
30300004,82270,36.3534,127.33288
30300004,41190,36.355476,127.334816
30300004,41210,36.35465,127.33812
30300004,41330,36.354378,127.34202
30300004,41360,36.35811,127.34342
30300004,42610,36.360374,127.34432
30300004,42690,36.36067,127.34951
30300004,42770,36.361675,127.35726
30300004,42840,36.365772,127.364876
30300004,42900,36.369877,127.37127
30300004,42920,36.372276,127.375046
30300004,43220,36.377346,127.379196
30300004,43170,36.380196,127.37876
30300004,43180,36.382217,127.37878
30300004,43200,36.386528,127.37881
30300004,43510,36.395798,127.37362
30300004,46010,36.399807,127.3743
30300004,46270,36.40469,127.37669
30300004,43520,36.41027,127.37747
30300004,43560,36.4132,127.37845
30300004,43550,36.417473,127.3783
30300004,82280,36.420933,127.38143
30300004,82290,36.425167,127.38465
30300004,44760,36.42913,127.38439
30300004,44720,36.43031,127.383286
30300004,44750,36.432705,127.38438
30300004,44810,36.43535,127.3863
30300004,44770,36.438026,127.385185
30300004,45590,36.43804,127.38177
30300004,82540,36.439796,127.38187
30300004,82520,36.440296,127.38431
30300004,46780,36.44248,127.38485
30300004,44500,36.44489,127.38408
30300004,44490,36.448254,127.384605
30300005,41650,36.346115,127.29533
30300005,41670,36.348057,127.29619
30300005,41690,36.350746,127.29754
30300005,41730,36.354305,127.30093
30300005,41740,36.35838,127.304085
30300005,41400,36.36027,127.30627
30300005,41420,36.359062,127.30973
30300005,41440,36.35907,127.31484
30300005,41460,36.35935,127.32171
30300005,41490,36.359417,127.325035
30300005,42040,36.357235,127.33475
30300005,41210,36.35465,127.33812
30300005,41300,36.353306,127.340996
30300005,45490,36.346264,127.34013
30300005,45880,36.341614,127.33818
30300005,46690,36.3394,127.33639
30300005,45510,36.337738,127.338036
30300005,41800,36.333828,127.3381
30300005,46120,36.33241,127.334694
30300005,41760,36.33154,127.33016
30300005,40410,36.32932,127.33084
30300005,40390,36.326942,127.32982
30300005,40400,36.32693,127.32988
30300005,40420,36.329334,127.33091
30300005,41770,36.331398,127.33028
30300005,46130,36.332092,127.33451
30300005,41810,36.333813,127.33826
30300005,45520,36.33707,127.33826
30300005,46700,36.339108,127.336685
30300005,45890,36.341488,127.33867
30300005,45500,36.345154,127.34042
30300005,45700,36.351593,127.34072
30300005,41290,36.35433,127.33983
30300005,41200,36.35589,127.336685
30300005,42060,36.35735,127.33444
30300005,41480,36.359573,127.32464
30300005,41450,36.359623,127.319695
30300005,41430,36.35921,127.313835
30300005,41410,36.35952,127.30905
30300005,41750,36.3583,127.303566
30300005,41710,36.35427,127.30049
30300005,41680,36.35188,127.29814
30300005,41660,36.348263,127.29597
30300005,41650,36.346436,127.29512
30300006,21660,36.314888,127.387314
30300006,30760,36.314804,127.383514
30300006,30730,36.313805,127.38126
30300006,30650,36.3117,127.37664
30300006,30490,36.31025,127.37238
30300006,30870,36.308105,127.36545
30300006,30800,36.30735,127.36226
30300006,33020,36.301926,127.34997
30300006,33080,36.300083,127.35158
30300006,33130,36.298244,127.353745
30300006,33170,36.297485,127.355156
30300006,33220,36.295704,127.35677
30300006,34530,36.288486,127.35376
30300006,34500,36.28589,127.35225
30300006,34520,36.280983,127.35445
30300006,34490,36.27981,127.34718
30300006,30820,36.283524,127.34182
30300006,34460,36.276512,127.3458
30300006,33790,36.272972,127.34372
30300006,33730,36.270565,127.341194
30300006,33820,36.26178,127.34573
30300006,33710,36.254856,127.34121
30300006,34050,36.250916,127.33621
30300006,34000,36.243614,127.32511
30300006,33960,36.240273,127.32155
30300006,33940,36.239246,127.31823
30300006,33920,36.23189,127.31623
30300006,34270,36.231174,127.31151
30300006,34260,36.230984,127.30901
30300006,35080,36.227283,127.30215
30300006,34340,36.224056,127.302895
30300006,72260,36.222614,127.295296
30300006,72230,36.21904,127.29235
30300006,72220,36.216053,127.288864
30300006,72190,36.21575,127.28675
30300006,72290,36.215683,127.284355
30300006,72170,36.21883,127.27901
30300006,72150,36.221943,127.27816
30300006,5649,36.21577,127.27061
30300006,72110,36.212242,127.26943
30300006,5177,36.208824,127.267494
30300006,72060,36.205856,127.26595
30300006,72030,36.199917,127.263985
30300006,72010,36.197002,127.26341
30300006,72070,36.195133,127.26633
30300006,72140,36.19546,127.27101
30300006,72360,36.198135,127.28141
30300006,72310,36.196377,127.28477
30300006,72420,36.19819,127.29162
30300006,72330,36.191795,127.29445
30300006,72420,36.18565,127.29066
30300006,72440,36.176003,127.29479
30300006,72460,36.17086,127.297935
30300006,72480,36.166695,127.29922
30300006,72500,36.163956,127.31181
30300006,72520,36.16119,127.31362
30300006,72540,36.154194,127.30752
30300006,72560,36.1493,127.305336
30300006,72580,36.145374,127.30578
30300006,72570,36.149292,127.30542
30300006,72550,36.15419,127.30772
30300006,72530,36.16123,127.31379
30300006,72510,36.164043,127.31178
30300006,72490,36.166775,127.2993
30300006,72470,36.170826,127.29801
30300006,72450,36.17606,127.29485
30300006,72430,36.185688,127.29077
30300006,72340,36.191757,127.29458
30300006,72430,36.198208,127.2916
30300006,72320,36.1965,127.28475
30300006,72360,36.198257,127.281425
30300006,72130,36.195595,127.270996
30300006,72080,36.195244,127.266426
30300006,72020,36.1971,127.26356
30300006,72040,36.199883,127.26408
30300006,72050,36.205135,127.2658
30300006,5176,36.20905,127.26785
30300006,72120,36.212116,127.26958
30300006,5648,36.21581,127.27078
30300006,72160,36.221733,127.27806
30300006,72180,36.218723,127.27895
30300006,72300,36.215565,127.28425
30300006,72200,36.215534,127.2862
30300006,72210,36.215927,127.2888
30300006,72240,36.21902,127.29255
30300006,72250,36.222454,127.295364
30300006,34350,36.22405,127.30306
30300006,35090,36.227345,127.302574
30300006,34250,36.230793,127.30842
30300006,34280,36.231056,127.31157
30300006,33930,36.23181,127.31634
30300006,33950,36.23916,127.31829
30300006,33970,36.240124,127.32164
30300006,34010,36.243416,127.32542
30300006,34040,36.250736,127.33621
30300006,33720,36.254738,127.34128
30300006,33830,36.261597,127.34595
30300006,33740,36.270554,127.34144
30300006,33800,36.27308,127.34391
30300006,34470,36.276413,127.34595
30300006,30850,36.283535,127.342
30300006,34480,36.279682,127.34707
30300006,34550,36.280823,127.35441
30300006,34510,36.285625,127.352394
30300006,34540,36.288364,127.35451
30300006,33160,36.29771,127.35518
30300006,33150,36.298344,127.35392
30300006,33090,36.300232,127.35168
30300006,33030,36.30203,127.35014
30300006,33070,36.30447,127.35135
30300006,33200,36.305706,127.35625
30300006,30810,36.307274,127.363945
30300006,30900,36.308147,127.366585
30300006,30910,36.309624,127.371826
30300006,30640,36.311165,127.376205
30300006,30750,36.313824,127.3821
30300006,30770,36.314644,127.3839
30300006,21680,36.31583,127.38794
30300006,21690,36.31545,127.39004
30300006,22370,36.312706,127.389
30300006,21670,36.31194,127.38778
30300007,21660,36.314888,127.387314
30300007,30760,36.314804,127.383514
30300007,30730,36.313805,127.38126
30300007,30650,36.3117,127.37664
30300007,30490,36.31025,127.37238
30300007,30870,36.308105,127.36545
30300007,30800,36.30735,127.36226
30300007,33120,36.304085,127.353516
30300007,33180,36.2986,127.35589
30300007,33220,36.295704,127.35677
30300007,34530,36.288486,127.35376
30300007,34500,36.28589,127.35225
30300007,35390,36.28185,127.35423
30300007,35500,36.276165,127.3486
30300007,33820,36.26178,127.34573
30300007,33710,36.254856,127.34121
30300007,35840,36.253307,127.34092
30300007,33750,36.25011,127.34206
30300007,33770,36.247124,127.34333
30300007,35120,36.24634,127.34675
30300007,35140,36.24337,127.35234
30300007,35130,36.24644,127.346695
30300007,34100,36.242565,127.34575
30300007,34090,36.239723,127.34406
30300007,34060,36.23547,127.34233
30300007,34110,36.231873,127.346306
30300007,34220,36.22686,127.34557
30300007,34210,36.222107,127.342514
30300007,34160,36.22058,127.33828
30300007,34140,36.214138,127.33683
30300007,35030,36.20853,127.3395
30300007,35010,36.203613,127.34124
30300007,34990,36.201332,127.34049
30300007,34130,36.197227,127.33841
30300007,35000,36.201443,127.340546
30300007,35020,36.20389,127.34145
30300007,35040,36.208622,127.339615
30300007,34150,36.214123,127.33693
30300007,34170,36.220737,127.338394
30300007,34200,36.22197,127.34248
30300007,34230,36.226814,127.34573
30300007,34120,36.232365,127.346565
30300007,34070,36.235455,127.342415
30300007,34080,36.239403,127.343994
30300007,33810,36.24263,127.34593
30300007,35120,36.24634,127.34675
30300007,35140,36.24337,127.35234
30300007,35130,36.24644,127.346695
30300007,33780,36.247276,127.343376
30300007,33760,36.25011,127.34214
30300007,33700,36.253403,127.34102
30300007,33720,36.254738,127.34128
30300007,33830,36.261597,127.34595
30300007,35510,36.27626,127.3499
30300007,35380,36.28175,127.35459
30300007,34510,36.285625,127.352394
30300007,34540,36.288364,127.35451
30300007,33190,36.299187,127.35597
30300007,33140,36.30414,127.353745
30300007,33200,36.305706,127.35625
30300007,30810,36.307274,127.363945
30300007,30900,36.308147,127.366585
30300007,30910,36.309624,127.371826
30300007,30640,36.311165,127.376205
30300007,30750,36.313824,127.3821
30300007,30770,36.314644,127.3839
30300007,21680,36.31583,127.38794
30300007,21690,36.31545,127.39004
30300007,22370,36.312706,127.389
30300007,21670,36.31194,127.38778
30300008,21660,36.314888,127.387314
30300008,30760,36.314804,127.383514
30300008,30730,36.313805,127.38126
30300008,30650,36.3117,127.37664
30300008,30490,36.31025,127.37238
30300008,30870,36.308105,127.36545
30300008,30800,36.30735,127.36226
30300008,33120,36.304085,127.353516
30300008,33180,36.2986,127.35589
30300008,33220,36.295704,127.35677
30300008,34530,36.288486,127.35376
30300008,34500,36.28589,127.35225
30300008,35390,36.28185,127.35423
30300008,35500,36.276165,127.3486
30300008,33820,36.26178,127.34573
30300008,33710,36.254856,127.34121
30300008,34050,36.250916,127.33621
30300008,34020,36.24961,127.33071
30300008,33980,36.24924,127.32297
30300008,34940,36.24721,127.31668
30300008,33910,36.247635,127.31566
30300008,34390,36.24882,127.312775
30300008,34380,36.253685,127.305016
30300008,35400,36.25501,127.304
30300008,35420,36.2579,127.3018
30300008,35430,36.25703,127.306496
30300008,35440,36.262432,127.30081
30300008,35460,36.26289,127.29583
30300008,35480,36.25806,127.28742
30300008,35470,36.26278,127.29588
30300008,35450,36.26258,127.30047
30300008,35430,36.25703,127.306496
30300008,34360,36.25784,127.30171
30300008,35410,36.255062,127.30389
30300008,34370,36.253548,127.304886
30300008,34400,36.24872,127.312775
30300008,33890,36.247574,127.31556
30300008,35490,36.24715,127.316826
30300008,33990,36.249195,127.3232
30300008,34030,36.249527,127.33071
30300008,34040,36.250736,127.33621
30300008,33720,36.254738,127.34128
30300008,33830,36.261597,127.34595
30300008,35510,36.27626,127.3499
30300008,35380,36.28175,127.35459
30300008,34510,36.285625,127.352394
30300008,34540,36.288364,127.35451
30300008,33190,36.299187,127.35597
30300008,33140,36.30414,127.353745
30300008,33200,36.305706,127.35625
30300008,30810,36.307274,127.363945
30300008,30900,36.308147,127.366585
30300008,30910,36.309624,127.371826
30300008,30640,36.311165,127.376205
30300008,30750,36.313824,127.3821
30300008,30770,36.314644,127.3839
30300008,21680,36.31583,127.38794
30300008,21690,36.31545,127.39004
30300008,22370,36.312706,127.389
30300008,21670,36.31194,127.38778
30300009,21660,36.314888,127.387314
30300009,30760,36.314804,127.383514
30300009,30730,36.313805,127.38126
30300009,30650,36.3117,127.37664
30300009,30490,36.31025,127.37238
30300009,30870,36.308105,127.36545
30300009,30800,36.30735,127.36226
30300009,33120,36.304085,127.353516
30300009,33180,36.2986,127.35589
30300009,33220,36.295704,127.35677
30300009,34530,36.288486,127.35376
30300009,34500,36.28589,127.35225
30300009,35390,36.28185,127.35423
30300009,35500,36.276165,127.3486
30300009,33820,36.26178,127.34573
30300009,33710,36.254856,127.34121
30300009,34050,36.250916,127.33621
30300009,34000,36.243614,127.32511
30300009,33960,36.240273,127.32155
30300009,33940,36.239246,127.31823
30300009,33920,36.23189,127.31623
30300009,34270,36.231174,127.31151
30300009,34260,36.230984,127.30901
30300009,35080,36.227283,127.30215
30300009,34340,36.224056,127.302895
30300009,72260,36.222614,127.295296
30300009,34330,36.225357,127.29455
30300009,34310,36.22617,127.29377
30300009,35170,36.22855,127.29341
30300009,35820,36.23258,127.28933
30300009,35070,36.23449,127.28747
30300009,34290,36.23753,127.285614
30300009,35060,36.23446,127.28742
30300009,35820,36.23258,127.28933
30300009,35180,36.22865,127.293
30300009,34300,36.22614,127.293686
30300009,34320,36.225334,127.29443
30300009,72250,36.222454,127.295364
30300009,34350,36.22405,127.30306
30300009,35090,36.227345,127.302574
30300009,34250,36.230793,127.30842
30300009,34280,36.231056,127.31157
30300009,33930,36.23181,127.31634
30300009,33950,36.23916,127.31829
30300009,33970,36.240124,127.32164
30300009,34010,36.243416,127.32542
30300009,34040,36.250736,127.33621
30300009,33720,36.254738,127.34128
30300009,33830,36.261597,127.34595
30300009,35510,36.27626,127.3499
30300009,35380,36.28175,127.35459
30300009,34510,36.285625,127.352394
30300009,34540,36.288364,127.35451
30300009,33190,36.299187,127.35597
30300009,33140,36.30414,127.353745
30300009,33200,36.305706,127.35625
30300009,30810,36.307274,127.363945
30300009,30900,36.308147,127.366585
30300009,30910,36.309624,127.371826
30300009,30640,36.311165,127.376205
30300009,30750,36.313824,127.3821
30300009,30770,36.314644,127.3839
30300009,21680,36.31583,127.38794
30300009,21690,36.31545,127.39004
30300009,22370,36.312706,127.389
30300009,21670,36.31194,127.38778
30300010,21660,36.314888,127.387314
30300010,30760,36.314804,127.383514
30300010,30730,36.313805,127.38126
30300010,30650,36.3117,127.37664
30300010,30490,36.31025,127.37238
30300010,30870,36.308105,127.36545
30300010,30800,36.30735,127.36226
30300010,33120,36.304085,127.353516
30300010,33180,36.2986,127.35589
30300010,33220,36.295704,127.35677
30300010,34530,36.288486,127.35376
30300010,34500,36.28589,127.35225
30300010,34520,36.280983,127.35445
30300010,34490,36.27981,127.34718
30300010,30820,36.283524,127.34182
30300010,34460,36.276512,127.3458
30300010,33790,36.272972,127.34372
30300010,33730,36.270565,127.341194
30300010,33820,36.26178,127.34573
30300010,33710,36.254856,127.34121
30300010,33690,36.255295,127.34007
30300010,33670,36.259895,127.33756
30300010,33650,36.265457,127.33304
30300010,34450,36.270626,127.32837
30300010,34430,36.273228,127.32586
30300010,34410,36.27545,127.320625
30300010,34420,36.273205,127.325714
30300010,34440,36.27055,127.32827
30300010,33640,36.265396,127.33294
30300010,33660,36.25978,127.33752
30300010,33680,36.255207,127.33997
30300010,33720,36.254738,127.34128
30300010,33830,36.261597,127.34595
30300010,33740,36.270554,127.34144
30300010,33800,36.27308,127.34391
30300010,34470,36.276413,127.34595
30300010,30850,36.283535,127.342
30300010,34480,36.279682,127.34707
30300010,34550,36.280823,127.35441
30300010,34510,36.285625,127.352394
30300010,34540,36.288364,127.35451
30300010,33190,36.299187,127.35597
30300010,33140,36.30414,127.353745
30300010,33200,36.305706,127.35625
30300010,30810,36.307274,127.363945
30300010,30900,36.308147,127.366585
30300010,30910,36.309624,127.371826
30300010,30640,36.311165,127.376205
30300010,30750,36.313824,127.3821
30300010,30770,36.314644,127.3839
30300010,21680,36.31583,127.38794
30300010,21690,36.31545,127.39004
30300010,22370,36.312706,127.389
30300010,21670,36.31194,127.38778
30300011,21660,36.314888,127.387314
30300011,30760,36.314804,127.383514
30300011,30730,36.313805,127.38126
30300011,30650,36.3117,127.37664
30300011,30490,36.31025,127.37238
30300011,30870,36.308105,127.36545
30300011,30800,36.30735,127.36226
30300011,33120,36.304085,127.353516
30300011,33180,36.2986,127.35589
30300011,33220,36.295704,127.35677
30300011,34530,36.288486,127.35376
30300011,34500,36.28589,127.35225
30300011,35390,36.28185,127.35423
30300011,35500,36.276165,127.3486
30300011,33820,36.26178,127.34573
30300011,33710,36.254856,127.34121
30300011,34050,36.250916,127.33621
30300011,34000,36.243614,127.32511
30300011,33960,36.240273,127.32155
30300011,33940,36.239246,127.31823
30300011,33880,36.239536,127.315384
30300011,33860,36.238014,127.3125
30300011,34240,36.2366,127.30757
30300011,9007516,36.23689,127.308716
30300011,33870,36.237865,127.31247
30300011,33900,36.239426,127.31553
30300011,33950,36.23916,127.31829
30300011,33970,36.240124,127.32164
30300011,34010,36.243416,127.32542
30300011,34040,36.250736,127.33621
30300011,33720,36.254738,127.34128
30300011,33830,36.261597,127.34595
30300011,35510,36.27626,127.3499
30300011,35380,36.28175,127.35459
30300011,34510,36.285625,127.352394
30300011,34540,36.288364,127.35451
30300011,33190,36.299187,127.35597
30300011,33140,36.30414,127.353745
30300011,33200,36.305706,127.35625
30300011,30810,36.307274,127.363945
30300011,30900,36.308147,127.366585
30300011,30910,36.309624,127.371826
30300011,30640,36.311165,127.376205
30300011,30750,36.313824,127.3821
30300011,30770,36.314644,127.3839
