순번,국토부 코드,정산 코드,정류장 코드,정류장명,행정구역코드,시도명,시군구명,읍면동명,유개승강장,버스안내단말기 설치유무,와이좌표,엑스좌표
1938,186004655,8007155,46120,법원등기국,3020011400,대전광역시,유성구,원신흥동,O,X,36.332407,127.334697
1939,186004601,8007156,46130,법원등기국,3020010400,대전광역시,유성구,용계동,O,X,36.332094,127.334509
1940,186001449,8007161,46160,꿈에그린아파트,3020012000,대전광역시,유성구,지족동,O,O,36.388342,127.303001
1941,186004804,8007162,46170,꿈에그린아파트,3020012000,대전광역시,유성구,지족동,O,O,36.387887,127.303259
1942,186001450,8007163,46180,해랑숲마을5단지,3020012000,대전광역시,유성구,지족동,O,O,36.385981,127.304462
1943,186004800,8007164,46190,해랑숲마을5단지,3020012000,대전광역시,유성구,지족동,O,O,36.386053,127.304211
1944,186004798,8007166,46210,계룡리슈빌아파트,3020012000,대전광역시,유성구,지족동,O,O,36.385617,127.308564
1945,186001452,8007167,46220,새미래중학교,3020012000,대전광역시,유성구,지족동,O,X,36.379046,127.305891
1946,186004977,8007168,46230,새미래중학교,3020012000,대전광역시,유성구,지족동,O,X,36.379081,127.30605
1947,186004354,8007169,46240,오토월드,3020011600,대전광역시,유성구,복용동,O,X,36.342591,127.321234
1948,186004852,8005954,46250,화인테크,3020014300,대전광역시,유성구,탑립동,O,X,36.420052,127.410263
1949,186005127,8007181,46260,에이팩,3020013000,대전광역시,유성구,화암동,O,x,36.40399,127.375914
1950,186005128,8007182,46270,에이팩,3020013000,대전광역시,유성구,화암동,O,x,36.404693,127.37669
1951,186005130,8007189,46280,용산고등학교,3020014400,대전광역시,유성구,용산동,O,o,36.422215,127.397234
1952,187001443,8007208,46290,에코힐7단지,3020012000,대전광역시,유성구,지족동,O,O,36.382023,127.305918
1953,187001442,8007209,46300,트리풀시티포레1단지,3020012000,대전광역시,유성구,지족동,O,O,36.381171,127.306116
1954,186005151,8007244,46310,예미지7단지,3020011100,대전광역시,유성구,봉명동,O,o,36.346815,127.347887
1955,186005152,8007247,46320,안골입구,3020010900,대전광역시,유성구,송정동,X,x,36.288052,127.248918
1956,186005153,8007248,46330,안골입구,3020010900,대전광역시,유성구,송정동,X,x,36.288106,127.249038
1957,186005154,8007263,46340,원내동공영차고지,3020010100,대전광역시,유성구,원내동,X,x,36.292538,127.318542
1958,186005155,8007267,46350,대전시립박물관,3020011500,대전광역시,유성구,상대동,X,x,36.338361,127.335044
1959,186005156,8007320,46360,죽동예미지아파트,3020012100,대전광역시,유성구,죽동,O,x,36.369885,127.334658
1960,186005160,8007324,46370,죽동칸타빌아파트,3020012100,대전광역시,유성구,죽동,O,o,36.36913,127.333936
1961,186005157,8007321,46380,죽동천년나무아파트,3020012100,대전광역시,유성구,죽동,O,o,36.37067,127.336707
1962,186005159,8007323,46390,죽동천년나무아파트,3020012100,대전광역시,유성구,죽동,O,o,36.370747,127.3376
1963,186005158,8007322,46400,충대서문,3020012200,대전광역시,유성구,궁동,O,o,36.370242,127.340497
1964,186005161,8007330,46410,성북1통,3020010700,대전광역시,유성구,성북동,X,x,36.314661,127.284687
1965,187001451,8007338,46420,꽃묘생산단지,3020014800,대전광역시,유성구,금고동,O,X,36.474029,127.383425
1966,187001449,8007337,46430,꽃묘생산단지,3020014800,대전광역시,유성구,금고동,X,X,36.474122,127.383454
1967,187001441,8007339,46440,영무예다음아파트,3020012000,대전광역시,유성구,지족동,O,O,36.374214,127.305683
1968,187001445,8007340,46450,영무예다음아파트,3020012000,대전광역시,유성구,지족동,O,O,36.374402,127.305151
1969,187001444,8007356,46460,노은휴먼시아4단지,3020012000,대전광역시,유성구,지족동,O,O,36.37788,127.304227
1970,187001446,8007357,46470,충남대학교,3020012200,대전광역시,유성구,궁동,X,X,36.362351,127.343122
1971,187001447,8007362,46480,월드컵경기장역,3020011900,대전광역시,유성구,노은동,O,X,36.366686,127.316209
1972,187001448,8007395,46490,월드컵경기장역,3020011900,대전광역시,유성구,노은동,O,O,36.36713,127.316112
1973,186005164,8007394,46500,해링턴아파트,3020014000,대전광역시,유성구,문지동,O,o,36.392479,127.404861
1974,186005126,8007177,46510,옥녀봉체육공원,3020011400,대전광역시,유성구,원신흥동,O,o,36.332397,127.346975
1975,186004653,8001584,46520,롯데마트서대전점,3020010100,대전광역시,유성구,원내동,O,O,36.300447,127.326261
1976,186004654,8001158,46530,신선마을아파트,3020010100,대전광역시,유성구,원내동,O,O,36.30164,127.329761
1977,185003205,8001644,46540,옥녀봉네거리,3017011500,대전광역시,서구,도안동,O,O,36.332696,127.348111
1978,186005189,8007407,46560,육군정보통신학교,3020013400,대전광역시,유성구,자운동,X,x,36.401537,127.340103
1979,186005190,8007408,46570,육군정보통신학교,3020013400,대전광역시,유성구,자운동,X,x,36.401704,127.339867
1980,186005191,8007420,46580,자운근린공원,3020013400,대전광역시,유성구,자운동,O,x,36.395163,127.352404
1981,186005202,8007490,46680,현대아울렛북문,3020014400,대전광역시,유성구,용산동,O,O,36.424739,127.399176
1982,187001491,8007545,46710,로하스캠핑장,3023012500,대전광역시,대덕구,미호동,O,O,36.455219,127.475848
1983,186005222,8003133,46730,신동,3020015100,대전광역시,유성구,신동,X,X,36.475839,127.36818
1984,186005223,8003134,46740,신동,3020015100,대전광역시,유성구,신동,X,X,36.475702,127.369556
1985,186005224,8003135,46750,신동천교,3020015100,대전광역시,유성구,신동,X,X,36.473938,127.376091
1986,186005225,8003136,46760,신동천교,3020015100,대전광역시,유성구,신동,X,X,36.473836,127.377193
1987,186004073,8001285,46770,대광로제비앙아파트,3020014500,대전광역시,유성구,봉산동,O,O,36.44269,127.384409
1988,186004074,8001286,46780,대광로제비앙아파트,3020014500,대전광역시,유성구,봉산동,X,X,36.442479,127.384851
1989,187001211,8002236,50030,오정농수산물시장,3023010100,대전광역시,대덕구,오정동,O,O,36.35765,127.407644
1990,187001212,8002235,50040,오정농수산물시장,3023010100,대전광역시,대덕구,오정동,O,O,36.357296,127.407852
1991,187001215,8002237,50060,오정농수산물시장,3023010100,대전광역시,대덕구,오정동,O,O,36.358193,127.409542
1992,187001218,8002100,50100,신동아아파트,3023010100,대전광역시,대덕구,오정동,O,O,36.358517,127.412411
1993,187001219,8003006,50110,화정초등학교,3023010100,대전광역시,대덕구,오정동,O,O,36.358122,127.412497
1994,187001222,8002244,50140,오정우체국,3023010100,대전광역시,대덕구,오정동,O,O,36.354553,127.414963
1995,187001223,8002234,50150,오정네거리,3023010100,대전광역시,대덕구,오정동,O,O,36.357888,127.415117
1996,187001224,8002245,50160,오정우체국,3023010100,대전광역시,대덕구,오정동,O,O,36.354677,127.4153
1997,187001226,8002243,50170,한남오거리,3023010100,대전광역시,대덕구,오정동,O,O,36.349655,127.415557
1998,187001225,8002233,50180,오정네거리,3023010100,대전광역시,대덕구,오정동,O,O,36.357493,127.41544
1999,187001227,8002242,50190,한남오거리,3023010100,대전광역시,대덕구,오정동,O,O,36.349315,127.41599
2000,187001228,8002249,50210,오정육교,3023010100,대전광역시,대덕구,오정동,X,X,36.357491,127.416511
2001,187001231,8002240,50230,한남오거리,3023010100,대전광역시,대덕구,오정동,O,O,36.349168,127.416952
2002,187001232,8002241,50240,한남오거리,3023010100,대전광역시,대덕구,오정동,O,O,36.349269,127.417238
2003,187001234,8002238,50250,오정동,3023010100,대전광역시,대덕구,오정동,O,X,36.354358,127.417352
2004,187001233,8002860,50260,오정동,3023010100,대전광역시,대덕구,오정동,X,X,36.354223,127.417278
2005,187001235,8001457,50270,대화동고개,3023010100,대전광역시,대덕구,오정동,X,X,36.360803,127.417452
2006,187001236,8001398,50290,대전병원,3023010100,대전광역시,대덕구,오정동,O,O,36.36251,127.417868
2007,187001238,8001399,50300,대전병원,3023010100,대전광역시,대덕구,오정동,O,O,36.362602,127.418297
2008,187001240,8002903,50320,한남대학교,3023010100,대전광역시,대덕구,오정동,O,O,36.350713,127.41927
2009,187001241,8002902,50330,한남대학교,3023010100,대전광역시,대덕구,오정동,O,O,36.350863,127.419343
2010,187001244,8002904,50340,한남대학교,3023010100,대전광역시,대덕구,오정동,O,O,36.351395,127.422341
2011,187001245,8002905,50350,한남대학교,3023010100,대전광역시,대덕구,오정동,O,O,36.351495,127.422547
2012,187001246,8001406,50360,대전신학대학교,3023010100,대전광역시,대덕구,오정동,X,O,36.351103,127.424187
2013,187001376,8002947,50370,한숲아파트,3023010100,대전광역시,대덕구,오정동,O,O,36.354953,127.427477
2014,187001006,8001551,50380,동아연필,3023010200,대전광역시,대덕구,대화동,O,O,36.36828,127.401623
2015,187001005,8001552,50390,동아연필,3023010200,대전광역시,대덕구,대화동,O,O,36.368904,127.402907
2016,187001007,8001099,50400,공구백화점,3023010200,대전광역시,대덕구,대화동,X,X,36.366193,127.402748
2017,187001008,8001098,50410,공구백화점,3023010200,대전광역시,대덕구,대화동,O,O,36.365882,127.403078
2018,187001009,8002578,50420,제일사료,3023010200,대전광역시,대덕구,대화동,O,O,36.36971,127.406215
2019,187001010,8001788,50430,부국레미콘,3023010200,대전광역시,대덕구,대화동,O,X,36.366245,127.40711
2020,187001012,8001787,50440,부국레미콘,3023010200,대전광역시,대덕구,대화동,O,O,36.366108,127.407218
2021,187001011,8002577,50450,제일사료,3023010200,대전광역시,대덕구,대화동,X,X,36.36983,127.407147
2022,187001013,8002385,50460,디엔에프,3023010200,대전광역시,대덕구,대화동,X,X,36.37088,127.410257
2023,187001014,8002386,50470,롯데택배,3023010200,대전광역시,대덕구,대화동,X,X,36.37079,127.410272
2024,187001015,8001459,50480,대화동행정복지센터,3023010200,대전광역시,대덕구,대화동,O,O,36.367243,127.411108
2025,187001017,8002024,50490,세원화성,3023010200,대전광역시,대덕구,대화동,X,X,36.373002,127.411636
2026,187001016,8001550,50500,동아교재,3023010200,대전광역시,대덕구,대화동,O,O,36.374177,127.413871
2027,187001020,8001549,50510,동아교재,3023010200,대전광역시,대덕구,대화동,O,O,36.374013,127.413938
2028,187001019,8002023,50520,세원화성,3023010200,대전광역시,대덕구,대화동,O,X,36.372076,127.412186
2029,187001018,8001460,50530,대화동행정복지센터,3023010200,대전광역시,대덕구,대화동,O,O,36.367267,127.411955
2030,187001021,8002361,50540,원명학교,3023010200,대전광역시,대덕구,대화동,O,O,36.367637,127.415752
2031,187001022,8002362,50550,원명학교,3023010200,대전광역시,대덕구,대화동,O,O,36.367827,127.415907
2032,187001027,8002704,50560,체육재활원,3023010200,대전광역시,대덕구,대화동,O,O,36.367813,127.418502
2033,187001025,8001458,50570,대화동육교,3023010200,대전광역시,대덕구,대화동,O,O,36.365498,127.41907
2034,187001024,8001560,50580,대화동육교,3023010200,대전광역시,대덕구,대화동,O,O,36.366115,127.418945
2035,187001026,8001375,50590,대전산업단지삼거리,3023010200,대전광역시,대덕구,대화동,O,O,36.368447,127.420013
2036,187001348,8001374,50600,대전산업단지삼거리,3023010200,대전광역시,대덕구,대화동,O,O,36.36815,127.42022
2037,187001267,8002372,50610,원촌교네거리,3023010300,대전광역시,대덕구,읍내동,O,O,36.376777,127.41181
2038,187001268,8002371,50620,원촌교네거리,3023010300,대전광역시,대덕구,읍내동,O,X,36.376752,127.412505
2039,187001270,8002462,50630,당아래,3023010300,대전광역시,대덕구,읍내동,O,O,36.374648,127.417827
2040,187001271,8002463,50640,당아래,3023010300,대전광역시,대덕구,읍내동,O,O,36.374733,127.418497
2041,187001272,8002460,50650,읍내네거리,3023010300,대전광역시,대덕구,읍내동,O,O,36.372246,127.42007
2042,187001273,8002461,50660,읍내네거리,3023010300,대전광역시,대덕구,읍내동,O,X,36.37265,127.42027
2043,187001274,8003011,50670,회덕동주민센터,3023010300,대전광역시,대덕구,읍내동,O,O,36.376627,127.4207
2044,187001275,8003012,50680,회덕동주민센터,3023010300,대전광역시,대덕구,읍내동,O,O,36.376494,127.421074
2045,187001276,8001453,50690,대한통운,3023010300,대전광역시,대덕구,읍내동,O,O,36.380363,127.423698
2046,187001277,8001454,50700,대한통운,3023010300,대전광역시,대덕구,읍내동,O,O,36.380546,127.424567
2047,187001280,8001455,50710,대한통운종점,3023010300,대전광역시,대덕구,읍내동,O,O,36.38353,127.425619
2048,187001283,8002464,50720,읍내동현대아파트,3023010300,대전광역시,대덕구,읍내동,O,O,36.378349,127.426674
2049,187001284,8002465,50730,읍내동현대아파트,3023010300,대전광역시,대덕구,읍내동,O,O,36.37854,127.427021
2050,187001205,8002018,50740,성우동산,3023010400,대전광역시,대덕구,연축동,O,O,36.388926,127.421454
2051,187001204,8002019,50750,성우동산,3023010400,대전광역시,대덕구,연축동,O,X,36.390149,127.421215
2052,187001158,8002209,50760,연축아파트,3023010400,대전광역시,대덕구,연축동,O,O,36.395413,127.422428
2053,187001208,8002566,50770,정수장,3023010300,대전광역시,대덕구,읍내동,O,O,36.385289,127.425313
2054,187001157,8002258,50790,와동초등학교,3023010500,대전광역시,대덕구,신대동,O,O,36.396066,127.422413
2055,187001159,8002093,50800,신대주공아파트,3023010500,대전광역시,대덕구,신대동,O,O,36.400157,127.422826
2056,187001249,8002259,50810,와동현대아파트,3023010600,대전광역시,대덕구,와동,O,O,36.400825,127.422943
2057,187001251,8001581,50820,들말/신대차고지,3023010600,대전광역시,대덕구,와동,O,O,36.412464,127.424362
2058,187001254,8002930,50840,들말/신대차고지,3023010600,대전광역시,대덕구,와동,O,O,36.410452,127.425161
2059,187001257,8002501,50870,장동약수터,3023010600,대전광역시,대덕구,와동,X,X,36.404081,127.430375
2060,187001258,8002180,50880,장동약수터,3023010600,대전광역시,대덕구,와동,X,X,36.404057,127.430512
2061,187001259,8002500,50890,장동고개,3023010600,대전광역시,대덕구,와동,X,X,36.409556,127.432215
2062,187001260,8002499,50900,장동고개,3023010600,대전광역시,대덕구,와동,X,X,36.409512,127.43237
2063,187001136,8001987,50910,선비마을입구,3023010700,대전광역시,대덕구,송촌동,O,O,36.367932,127.436448
2064,187001137,8001986,50920,선비마을입구,3023010700,대전광역시,대덕구,송촌동,O,O,36.367619,127.436535
2065,187001138,8002065,50930,송촌119안전센터,3023010700,대전광역시,대덕구,송촌동,O,O,36.362892,127.438703
2066,187001139,8002066,50940,송촌119안전센터,3023010700,대전광역시,대덕구,송촌동,O,O,36.362733,127.438982
2067,187001141,8001554,50950,동춘당,3023010700,대전광역시,대덕구,송촌동,O,O,36.364733,127.440364
2068,187001143,8001553,50960,동춘당,3023010700,대전광역시,대덕구,송촌동,O,X,36.365145,127.44015
2069,187001144,8001981,50970,선비마을2단지,3023010700,대전광역시,대덕구,송촌동,O,O,36.368887,127.44022
2070,187001142,8001982,50980,선비마을3단지,3023010700,대전광역시,대덕구,송촌동,O,O,36.368148,127.43995
2071,187001146,8001984,50990,선비마을4단지후문,3023010700,대전광역시,대덕구,송촌동,O,O,36.367572,127.44242
2072,187001147,8001535,51000,적십자혈액원,3023010700,대전광역시,대덕구,송촌동,O,O,36.352784,127.442817
2073,187001079,8001039,51010,가양중학교입구,3023011000,대전광역시,대덕구,비래동,O,O,36.352157,127.443003
2074,187001365,8002950,51020,한신휴플러스,3023010700,대전광역시,대덕구,송촌동,O,O,36.354951,127.444063
2075,187001366,8001985,51030,선비마을5단지,3023010700,대전광역시,대덕구,송촌동,O,O,36.36633,127.445146
2076,187001152,8002064,51040,송촌고등학교,3023010700,대전광역시,대덕구,송촌동,O,O,36.362058,127.444988
2077,187001150,8002063,51050,송촌고등학교,3023010700,대전광역시,대덕구,송촌동,O,O,36.361943,127.444767
2078,187001151,8001983,51060,선비마을4단지,3023010700,대전광역시,대덕구,송촌동,O,O,36.366473,127.44497
2079,187001060,8002616,51070,중리시장,3023010800,대전광역시,대덕구,법동,O,O,36.366633,127.425864
2080,187001061,8001889,51080,삼정하이츠타운,3023010800,대전광역시,대덕구,법동,O,O,36.373441,127.426347
2081,187001062,8001722,51090,법동주공3단지,3023010800,대전광역시,대덕구,법동,O,O,36.371697,127.426652
2082,187001063,8002219,51100,영진아파트,3023010800,대전광역시,대덕구,법동,O,O,36.374376,127.427328
2083,187001065,8002168,51110,안산도서관,3023010800,대전광역시,대덕구,법동,O,O,36.368671,127.42754
2084,187001064,8002426,51120,유원아파트,3023010800,대전광역시,대덕구,법동,O,O,36.369428,127.427473
2085,187001066,8006007,51130,대전지방국세청,3023010800,대전광역시,대덕구,법동,O,O,36.372963,127.42819
2086,187001067,8001430,51140,대전지방국세청,3023010800,대전광역시,대덕구,법동,O,O,36.372147,127.42838
2087,187001068,8001536,51150,동부소방서,3023010800,대전광역시,대덕구,법동,O,O,36.373377,127.428453
2088,187001069,8001427,51160,근로복지공단대전병원,3023010800,대전광역시,대덕구,법동,O,O,36.367213,127.428827
2089,187001070,8001532,51170,보람아파트,3023010800,대전광역시,대덕구,법동,O,O,36.370072,127.429386
2090,187001071,8001744,51180,법동전통시장,3023010800,대전광역시,대덕구,법동,O,O,36.366742,127.430357
2091,187001072,8002912,51190,한마음아파트,3023010800,대전광역시,대덕구,법동,O,O,36.370706,127.431267
2092,187001074,8002037,51210,소월아파트,3023010800,대전광역시,대덕구,법동,O,X,36.368641,127.433486
2093,187001075,8002038,51220,소월아파트,3023010800,대전광역시,대덕구,법동,O,O,36.368854,127.433678
2094,187001076,8001201,51230,그린아파트,3023010800,대전광역시,대덕구,법동,O,X,36.365805,127.434253
2095,187001077,8001203,51240,그린아파트,3023010800,대전광역시,대덕구,법동,O,O,36.367987,127.434291
2096,187001078,8001202,51250,그린아파트,3023010800,대전광역시,대덕구,법동,O,X,36.365804,127.434542
2097,187001308,8002617,51260,중리지구대,3023010900,대전광역시,대덕구,중리동,O,O,36.358979,127.421087
2098,187001309,8002217,51270,영진로얄아파트,3023010900,대전광역시,대덕구,중리동,O,O,36.361236,127.421149
2099,187001310,8002618,51280,중리지구대,3023010900,대전광역시,대덕구,중리동,O,O,36.358598,127.42116
2100,187001311,8002218,51290,영진로얄아파트,3023010900,대전광역시,대덕구,중리동,O,O,36.361833,127.421623
2101,187001312,8002080,51300,스포츠프라자삼거리,3023010900,대전광역시,대덕구,중리동,O,O,36.36539,127.422711
2102,187001313,8001583,51310,럭키스포츠프라자,3023010900,대전광역시,대덕구,중리동,O,O,36.3654,127.422978
2103,187001315,8002658,51320,증산도교육문화회관,3023010900,대전광역시,대덕구,중리동,O,O,36.359109,127.424895
2104,187001316,8002612,51330,중리근린공원,3023010900,대전광역시,대덕구,중리동,O,O,36.363759,127.425065
2105,187001317,8002613,51340,중리동주민센터,3023010900,대전광역시,대덕구,중리동,O,O,36.360482,127.425192
2106,187001318,8002610,51350,중리근린공원,3023010900,대전광역시,대덕구,중리동,O,O,36.363388,127.425259
2107,187001319,8002614,51360,중리동주민센터,3023010900,대전광역시,대덕구,중리동,O,O,36.360677,127.425367
2108,187001320,8002906,51370,한남병원,3023010900,대전광역시,대덕구,중리동,O,O,36.358769,127.426239
2109,187001321,8002615,51380,중리시장,3023010900,대전광역시,대덕구,중리동,X,O,36.366597,127.426537
2110,187001322,8001516,51390,동대전고등학교,3023010900,대전광역시,대덕구,중리동,O,O,36.357315,127.427095
2111,187001323,8001515,51400,동대전고등학교,3023010900,대전광역시,대덕구,중리동,X,O,36.357022,127.427303
2112,187001324,8001721,51410,법동전통시장,3023010900,대전광역시,대덕구,중리동,O,O,36.366578,127.429879
2113,187001326,8002608,51420,중리네거리,3023010900,대전광역시,대덕구,중리동,O,O,36.35928,127.430414
2114,187001325,8002607,51430,중리네거리,3023010900,대전광역시,대덕구,중리동,O,O,36.358847,127.430314
2115,187001327,8002609,51440,중리동,3023010900,대전광역시,대덕구,중리동,O,O,36.362761,127.430943
2116,187001328,8002611,51450,중리동,3023010900,대전광역시,대덕구,중리동,O,O,36.363385,127.431284
2117,187001329,8005894,51460,수도시설관리사업소,3023010900,대전광역시,대덕구,중리동,O,O,36.361782,127.433982
2118,187001330,8005895,51470,수도시설관리사업소,3023010900,대전광역시,대덕구,중리동,O,O,36.361992,127.434002
2119,187001331,8002701,51480,대덕구청소년수련관,3023010900,대전광역시,대덕구,중리동,O,O,36.363132,127.43503
2120,187001332,8002700,51490,대덕구청소년수련관,3023010900,대전광역시,대덕구,중리동,X,O,36.363193,127.43525
2121,187001080,8002951,51500,한신휴플러스,3023011000,대전광역시,대덕구,비래동,O,O,36.355146,127.444637
2122,187001457,8001800,51510,비래검문소,3023011000,대전광역시,대덕구,비래동,O,o,36.35701,127.445135
2123,187001154,8001957,51520,서오아파트,3023010700,대전광역시,대덕구,송촌동,O,O,36.359339,127.445727
2124,187001153,8001958,51530,서오아파트,3023010700,대전광역시,대덕구,송촌동,O,O,36.358668,127.445558
2125,187001084,8002101,51540,만남웨딩홀,3023011000,대전광역시,대덕구,비래동,O,O,36.357492,127.446815
2126,187001085,8002102,51550,만남웨딩홀,3023011000,대전광역시,대덕구,비래동,O,X,36.358112,127.44777
2127,187001086,8001891,51560,삼호아파트,3023011000,대전광역시,대덕구,비래동,O,X,36.354396,127.447828
2128,187001088,8001802,51570,비래동,3023011000,대전광역시,대덕구,비래동,O,O,36.359828,127.449316
2129,187001089,8001801,51580,비래동,3023011000,대전광역시,대덕구,비래동,O,X,36.359648,127.449418
2130,187001094,8007172,51590,비래동종점,3023011000,대전광역시,대덕구,비래동,O,X,36.360878,127.450203
2131,187001092,8001803,51590,비래동종점,3023011000,대전광역시,대덕구,비래동,O,X,36.3608,127.450001
2132,187001093,8001500,51600,금성백조아파트,3023011000,대전광역시,대덕구,비래동,O,O,36.358318,127.450118
2133,187001095,8001499,51610,금성백조아파트,3023011000,대전광역시,대덕구,비래동,O,O,36.358388,127.450503
2134,187001096,8001033,51620,길치근린공원,3023011000,대전광역시,대덕구,비래동,O,O,36.357057,127.453517
2135,187001097,8001611,51630,명석고등학교,3023011000,대전광역시,대덕구,비래동,O,O,36.353425,127.454108
2136,187001098,8001032,51640,길치근린공원,3023011000,대전광역시,대덕구,비래동,O,O,36.356635,127.454453
2137,187001352,8005503,51650,신탄진기점지,3023011100,대전광역시,대덕구,석봉동,X,X,36.451552,127.417515
2138,187001115,8002847,51660,금강엑슬루타워,3023011100,대전광역시,대덕구,석봉동,O,O,36.449309,127.420874
2139,187001120,8001634,51670,석봉네거리,3023011100,대전광역시,대덕구,석봉동,O,O,36.448463,127.41994
2140,187001114,8002848,51680,금강엑슬루타워,3023011100,대전광역시,대덕구,석봉동,O,O,36.449564,127.420931
2141,187001123,8002929,51690,한밭아파트,3023011100,대전광역시,대덕구,석봉동,O,O,36.445056,127.424373
2142,187001121,8002131,51700,신탄진시장,3023011100,대전광역시,대덕구,석봉동,O,O,36.450223,127.424433
2143,187001122,8002132,51710,신탄진시장,3023011100,대전광역시,대덕구,석봉동,O,O,36.450472,127.425039
2144,187001169,8001241,51720,남경마을,3023012600,대전광역시,대덕구,신탄진동,O,O,36.444641,127.429407
2145,187001040,8002889,51730,한국타이어,3023011200,대전광역시,대덕구,목상동,O,O,36.448162,127.410395
2146,187001036,8001631,51740,목상동주민센터,3023011200,대전광역시,대덕구,목상동,O,O,36.448691,127.410947
2147,187001037,8001632,51750,목상동주민센터,3023011200,대전광역시,대덕구,목상동,O,O,36.448929,127.412105
2148,187001042,8002891,51760,한국타이어후문,3023011200,대전광역시,대덕구,목상동,O,O,36.449112,127.417071
2149,187001041,8002892,51770,한국타이어후문,3023011200,대전광역시,대덕구,목상동,O,O,36.449642,127.416077
2150,187001046,8002092,51780,신구교,3023011300,대전광역시,대덕구,문평동,O,O,36.439627,127.396392
2151,187001043,8001231,51790,기흥기계,3023011300,대전광역시,대덕구,문평동,O,X,36.441733,127.400048
2152,187001047,8003021,51800,효성신탄진공장,3023011300,대전광역시,대덕구,문평동,O,O,36.444664,127.403849
2153,187001044,8001310,51810,한국교통안전공단,3023011300,대전광역시,대덕구,문평동,O,O,36.446312,127.406328
2154,187001045,8002091,51820,신구교,3023011300,대전광역시,대덕구,문평동,O,O,36.438902,127.395723
2155,187001148,8001230,51830,기흥기계,3023011400,대전광역시,대덕구,신일동,O,O,36.441409,127.400122
2156,187001162,8002945,51840,한솔제지,3023011400,대전광역시,대덕구,신일동,O,X,36.439669,127.402442
2157,187001161,8002944,51850,한솔제지,3023011400,대전광역시,대덕구,신일동,O,X,36.440356,127.402072
2158,187001168,8003020,51860,효성신탄진공장,3023011400,대전광역시,대덕구,신일동,O,O,36.444373,127.404084
2159,187001165,8001001,51870,대덕우체국네거리,3023011400,대전광역시,대덕구,신일동,O,O,36.444006,127.405438
2160,187001166,8002907,51880,신일네거리,3023011400,대전광역시,대덕구,신일동,O,X,36.436216,127.406411
2161,187001167,8001599,51890,신일네거리,3023011400,대전광역시,대덕구,신일동,O,X,36.436489,127.406506
2162,187001164,8001002,51900,대덕우체국네거리,3023011400,대전광역시,대덕구,신일동,X,O,36.44455,127.405105
2163,187001367,8005509,51910,장고개삼거리,3023011400,대전광역시,대덕구,신일동,O,O,36.431514,127.407108
2164,187001368,8005510,51920,장고개삼거리,3023011400,대전광역시,대덕구,신일동,O,O,36.431304,127.407248
2165,187001149,8001309,51930,한국교통안전공단,3023011400,대전광역시,대덕구,신일동,O,O,36.446477,127.407258
2166,187001171,8005592,51940,을미기네거리,3023011400,대전광역시,대덕구,신일동,X,X,36.440935,127.408921
2167,187001173,8005863,51950,을미기네거리,3023011400,대전광역시,대덕구,신일동,O,O,36.44092,127.409268
2168,187001369,8005545,51960,동건운수,3023011400,대전광역시,대덕구,신일동,O,X,36.430523,127.409157
2169,187001370,8005544,51970,동건운수,3023011400,대전광역시,대덕구,신일동,O,X,36.431242,127.408905
2170,187001174,8002120,51980,시알들삼거리,3023011400,대전광역시,대덕구,신일동,O,X,36.433702,127.41012
2171,187001178,8002121,51990,시알들삼거리,3023011400,대전광역시,대덕구,신일동,O,X,36.434303,127.41124
2172,187001371,8002667,52010,직업능력개발원,3023011400,대전광역시,대덕구,신일동,O,X,36.439572,127.410837
2173,187001179,8001728,52020,벤처타운장영실관,3023011400,대전광역시,대덕구,신일동,O,X,36.437619,127.41312
2174,187001180,8001729,52030,벤처타운장영실관,3023011400,대전광역시,대덕구,신일동,O,X,36.437128,127.41338
2175,187001119,8001633,52040,석봉네거리,3023011100,대전광역시,대덕구,석봉동,O,O,36.448262,127.419895
2176,187001349,8001477,52050,덕암우체국,3023011500,대전광역시,대덕구,덕암동,O,O,36.434619,127.421831
2177,187001116,8001423,52060,대전이문고,3023011100,대전광역시,대덕구,석봉동,O,O,36.446477,127.422068
2178,187001117,8001424,52070,대전이문고,3023011100,대전광역시,대덕구,석봉동,O,O,36.446413,127.422378
2179,187001350,8001479,52080,행복한마을아파트,3023011500,대전광역시,대덕구,덕암동,O,O,36.438139,127.423043
2180,187001118,8001475,52090,덕암동,3023011500,대전광역시,대덕구,덕암동,O,O,36.445083,127.423972
2181,187001033,8002137,52100,신탄중앙중학교,3023011500,대전광역시,대덕구,덕암동,O,O,36.441023,127.424243
2182,187001034,8002138,52110,신탄중앙중학교,3023011500,대전광역시,대덕구,덕암동,O,O,36.441337,127.42454
2183,187001028,8001314,52120,대덕구보건소,3023011500,대전광역시,대덕구,덕암동,O,O,36.44348,127.425365
2184,187001029,8001313,52130,대덕구보건소,3023011500,대전광역시,대덕구,덕암동,X,O,36.443273,127.425377
2185,187001107,8001978,52140,선바위,3023011600,대전광역시,대덕구,상서동,O,X,36.425247,127.418833
2186,187001108,8001840,52150,새일초등학교,3023011600,대전광역시,대덕구,상서동,O,X,36.430522,127.418861
2187,187001109,8001977,52160,선바위,3023011600,대전광역시,대덕구,상서동,X,X,36.42483,127.418963
2188,187001110,8001909,52170,새일초등학교,3023011600,대전광역시,대덕구,상서동,O,X,36.429922,127.419249
2189,187001355,8001842,52190,선바위삼거리,3023011600,대전광역시,대덕구,상서동,O,O,36.421192,127.419828
