순번,국토부 코드,정산 코드,정류장 코드,정류장명,행정구역코드,시도명,시군구명,읍면동명,유개승강장,버스안내단말기 설치유무,와이좌표,엑스좌표
680,184005104,8005646,22020,문화동삼익아파트,3014011600,대전광역시,중구,문화동,O,O,36.318703,127.406306
681,184005103,8001661,22030,문화2동,3014011600,대전광역시,중구,문화동,O,O,36.307017,127.406283
682,184005105,8001934,22040,서대전역네거리,3014011600,대전광역시,중구,문화동,O,O,36.320563,127.406437
683,184005106,8002927,22050,한밭도서관,3014011600,대전광역시,중구,문화동,O,O,36.3095,127.407088
684,184005108,8002926,22060,한밭도서관,3014011600,대전광역시,중구,문화동,X,O,36.309366,127.40727
685,184005107,8005562,22070,센트럴파크1단지,3014011600,대전광역시,중구,문화동,O,O,36.316403,127.407237
686,184005109,8005561,22080,센트럴파크1단지,3014011600,대전광역시,중구,문화동,O,O,36.316899,127.407289
687,184005111,8001411,22090,대전국제통상고,3014011600,대전광역시,중구,문화동,O,O,36.313188,127.40824
688,184005110,8002878,22100,한국산업인력공단,3014011600,대전광역시,중구,문화동,O,O,36.31085,127.408155
689,184005112,8002925,22110,한밭도서관,3014011600,대전광역시,중구,문화동,O,O,36.30991,127.408343
690,184005113,8001410,22120,대전국제통상고,3014011600,대전광역시,중구,문화동,O,O,36.313188,127.40851
691,184005115,8002033,22130,센트럴파크2단지,3014011600,대전광역시,중구,문화동,O,O,36.316313,127.409593
692,184005114,8002032,22140,센트럴파크2단지,3014011600,대전광역시,중구,문화동,O,O,36.315708,127.408746
693,184005267,8001927,22150,서대전네거리역2번출구,3014011600,대전광역시,중구,문화동,O,O,36.321435,127.409593
694,184005116,8005526,22160,과례마을,3014011600,대전광역시,중구,문화동,X,X,36.311428,127.410815
695,184005117,8001112,22170,과례마을,3014011600,대전광역시,중구,문화동,O,O,36.31142,127.41096
696,184005118,8005586,22180,대전동부교육지원청,3014011600,대전광역시,중구,문화동,O,X,36.314107,127.41113
697,184005119,8002747,22190,대전동부교육지원청,3014011600,대전광역시,중구,문화동,O,O,36.314032,127.411303
698,184005124,8002724,22210,충남대학교병원,3014011600,대전광역시,중구,문화동,O,O,36.317802,127.413486
699,184005122,8002723,22220,충남대학교병원,3014011600,대전광역시,중구,문화동,O,O,36.317508,127.413577
700,184005123,8001930,22230,서대전네거리역1번출구,3014011600,대전광역시,중구,문화동,O,O,36.321214,127.413668
701,184005127,8002733,22250,대전충남병무청,3014011600,대전광역시,중구,문화동,O,O,36.322649,127.415108
702,184005165,8002915,22260,한밭가든아파트,3014011700,대전광역시,중구,산성동,O,O,36.304369,127.383489
703,184005166,8002916,22270,한밭가든아파트,3014011700,대전광역시,중구,산성동,O,O,36.304636,127.384633
704,184005167,8001847,22280,산성네거리,3014011700,대전광역시,중구,산성동,O,O,36.303756,127.386045
705,184005168,8001846,22290,산성네거리,3014011700,대전광역시,중구,산성동,O,O,36.303293,127.386314
706,184005169,8001851,22300,산성동행정복지센터,3014011700,대전광역시,중구,산성동,O,O,36.306148,127.38653
707,184005170,8001852,22310,산성시장,3014011700,대전광역시,중구,산성동,O,O,36.306076,127.386859
708,184005172,8001484,22320,머티네거리,3014011700,대전광역시,중구,산성동,O,O,36.309194,127.387682
709,184005173,8001853,22330,산성시장,3014011700,대전광역시,중구,산성동,O,O,36.305334,127.38816
710,184005174,8001848,22340,산성시장,3014011700,대전광역시,중구,산성동,O,O,36.305173,127.388625
711,184005175,8001485,22350,머티네거리,3014011700,대전광역시,중구,산성동,O,O,36.3101,127.388722
712,184005176,8001486,22360,머티네거리,3014011700,대전광역시,중구,산성동,O,O,36.31141,127.388832
713,184005178,8001955,22370,서남부터미널,3014011700,대전광역시,중구,산성동,O,O,36.312706,127.389002
714,184005179,8001653,22380,문성초등학교입구,3014011700,대전광역시,중구,산성동,O,O,36.310297,127.390202
715,184005180,8001654,22390,문성초등학교입구,3014011700,대전광역시,중구,산성동,O,O,36.310805,127.391312
716,184005181,8001849,22400,산성동새마을회관,3014011700,대전광역시,중구,산성동,O,O,36.306239,127.391827
717,184005182,8001850,22410,산성동새마을회관,3014011700,대전광역시,중구,산성동,O,O,36.306513,127.392079
718,184005183,8002764,22420,탑골입구,3014011700,대전광역시,중구,산성동,O,O,36.305153,127.393564
719,184005184,8001854,22430,산성우성아파트,3014011700,대전광역시,중구,산성동,O,O,36.31114,127.393702
720,184005185,8001750,22440,보성초등학교,3014011700,대전광역시,중구,산성동,O,O,36.305385,127.394154
721,184005232,8001812,22450,효문화마을입구,3014011900,대전광역시,중구,안영동,O,X,36.286552,127.37853
722,184005236,8001281,22460,농산물유통센터,3014011900,대전광역시,중구,안영동,O,O,36.288769,127.380138
723,184005237,8001280,22470,농산물유통센터,3014011900,대전광역시,중구,안영동,O,O,36.288472,127.380196
724,184005238,8002682,22480,한국효문화진흥원,3014011900,대전광역시,중구,안영동,X,X,36.285282,127.3804
725,184005241,8002683,22490,한국효문화진흥원,3014011900,대전광역시,중구,안영동,O,X,36.284945,127.381833
726,184005135,8002329,22500,우남스타원아파트,3014011800,대전광역시,중구,사정동,O,O,36.293162,127.382686
727,184005138,8005916,22510,사정교,3014011800,대전광역시,중구,사정동,O,X,36.295747,127.383787
728,184005136,8002328,22520,우남스타원아파트,3014011800,대전광역시,중구,사정동,O,O,36.29328,127.383128
729,184005137,8005915,22530,사정교,3014011800,대전광역시,중구,사정동,O,O,36.295983,127.383657
730,184005242,8002509,22540,효문화마을/뿌리공원,3014011900,대전광역시,중구,안영동,O,O,36.285381,127.38376
731,184005139,8001828,22550,사정동,3014011800,대전광역시,중구,사정동,O,O,36.297941,127.384667
732,184005140,8001827,22560,사정동,3014011800,대전광역시,중구,사정동,O,O,36.297788,127.384876
733,184005141,8001856,22570,산성초등학교,3014011800,대전광역시,중구,사정동,X,O,36.300504,127.385501
734,184005142,8001857,22580,산성초등학교,3014011800,대전광역시,중구,사정동,O,O,36.300632,127.38583
735,184005143,8001436,22590,산성도서관,3014011800,대전광역시,중구,사정동,O,X,36.295745,127.386754
736,184005144,8001437,22600,산성도서관,3014011800,대전광역시,중구,사정동,O,O,36.295925,127.387162
737,184005145,8001522,22610,오월드회전교차로,3014011800,대전광역시,중구,사정동,O,X,36.291531,127.388168
738,184005146,8001523,22620,오월드회전교차로,3014011800,대전광역시,중구,사정동,O,X,36.291269,127.388254
739,184005147,8001894,22630,상당,3014011800,대전광역시,중구,사정동,O,X,36.294475,127.389233
740,184005148,8001895,22640,상당,3014011800,대전광역시,중구,사정동,O,O,36.294459,127.389478
741,184005153,8001393,22650,오월드,3014011800,대전광역시,중구,사정동,O,O,36.290105,127.394972
742,184005223,8002937,22660,한빛고교,3014011900,대전광역시,중구,안영동,O,O,36.283149,127.376097
743,184005222,8002938,22670,한빛고교,3014011900,대전광역시,중구,안영동,O,O,36.28324,127.375918
744,184005225,8002171,22680,안영생활체육단지,3014011900,대전광역시,중구,안영동,O,X,36.285189,127.376337
745,184005227,8002172,22690,안영생활체육단지,3014011900,대전광역시,중구,안영동,O,X,36.285154,127.376549
746,184005228,8002173,22700,안영동검바위마을,3014011900,대전광역시,중구,안영동,X,X,36.27322,127.377201
747,184005230,8002174,22710,안영동검바위마을,3014011900,대전광역시,중구,안영동,O,X,36.273804,127.377318
748,184005231,8001811,22720,효문화마을입구,3014011900,대전광역시,중구,안영동,X,X,36.28638,127.378298
749,184005234,8001918,22730,샛고개,3014011900,대전광역시,중구,안영동,X,X,36.271252,127.379051
750,184005162,8007157,22740,오월드기점지,3014011800,대전광역시,중구,사정동,X,X,36.292748,127.399491
751,184005353,8002750,22760,침산동입구,3014012200,대전광역시,중구,침산동,X,X,36.277418,127.398421
752,184005354,8005889,22760,침산동입구,3014012200,대전광역시,중구,침산동,X,X,36.277313,127.398464
753,184005355,8002751,22770,침산동입구,3014012200,대전광역시,중구,침산동,O,O,36.277415,127.398567
754,184005004,8005529,22780,구완동,3014012100,대전광역시,중구,구완동,O,X,36.279409,127.424707
755,184005348,8005641,22790,대전청소년수련마을,3014012200,대전광역시,중구,침산동,O,X,36.270886,127.393057
756,184005316,8002564,22800,정생농협창고,3014012400,대전광역시,중구,정생동,X,X,36.258555,127.398263
757,184005317,8002565,22810,정생농협창고,3014012400,대전광역시,중구,정생동,X,X,36.258684,127.398364
758,184005318,8002560,22820,정생1동,3014012400,대전광역시,중구,정생동,X,X,36.256116,127.399364
759,184005319,8002561,22830,정생1동,3014012400,대전광역시,중구,정생동,O,O,36.256176,127.399502
760,184005056,8001843,22840,중구체육복지센터,3014012300,대전광역시,중구,목달동,O,X,36.275246,127.400236
761,184005057,8001844,22850,중구체육복지센터,3014012300,대전광역시,중구,목달동,O,X,36.275349,127.400375
762,184005058,8001622,22860,목달동,3014012300,대전광역시,중구,목달동,X,X,36.271716,127.40086
763,184005059,8001623,22870,목달동,3014012300,대전광역시,중구,목달동,O,X,36.271707,127.401016
764,184005320,8002998,22880,화곡,3014012400,대전광역시,중구,정생동,X,X,36.253973,127.401355
765,184005321,8002999,22890,화곡,3014012400,대전광역시,중구,정생동,O,X,36.254015,127.401572
766,184005327,8002563,22900,정생2동,3014012400,대전광역시,중구,정생동,O,X,36.250812,127.40685
767,184005064,8001845,22910,산서초등학교,3014012300,대전광역시,중구,목달동,X,X,36.26677,127.408268
768,184005325,8001300,22940,답적골,3014012400,대전광역시,중구,정생동,X,X,36.246096,127.40576
769,184005324,8001301,22950,답적골,3014012400,대전광역시,중구,정생동,O,X,36.24613,127.405825
770,184005326,8002562,22960,정생2동,3014012400,대전광역시,중구,정생동,X,X,36.25069,127.406699
771,184005328,8001816,22970,사기정골,3014012400,대전광역시,중구,정생동,X,X,36.247911,127.410367
772,184005329,8001815,22980,사기정골,3014012400,대전광역시,중구,정생동,O,X,36.248023,127.410485
773,184005244,8001480,22990,도리뫼,3014012500,대전광역시,중구,어남동,X,X,36.232896,127.407576
774,184005245,8001481,23000,도리뫼,3014012500,대전광역시,중구,어남동,O,X,36.2329,127.407753
775,184005246,8002194,23010,어남동,3014012500,대전광역시,중구,어남동,O,X,36.212986,127.412434
776,184005247,8002199,23020,어남동,3014012500,대전광역시,중구,어남동,X,X,36.212916,127.412469
777,184005248,8002197,23030,증터,3014012500,대전광역시,중구,어남동,X,X,36.22241,127.4165
778,184005249,8002198,23040,증터,3014012500,대전광역시,중구,어남동,O,X,36.222472,127.416554
779,184005250,8002876,23050,한국무예연수원,3014012500,대전광역시,중구,어남동,X,X,36.21808,127.417572
780,184005251,8002877,23060,한국무예연수원,3014012500,대전광역시,중구,어남동,X,X,36.218199,127.417588
781,184005005,8001616,23070,모랭이,3014012600,대전광역시,중구,금동,X,X,36.244852,127.421908
782,184005006,8001615,23080,모랭이,3014012600,대전광역시,중구,금동,O,X,36.244943,127.42203
783,184005007,8001216,23090,금동마을,3014012600,대전광역시,중구,금동,X,X,36.245631,127.426364
784,184005008,8001215,23100,금동마을,3014012600,대전광역시,중구,금동,X,X,36.245694,127.426196
785,184005009,8001214,23110,금동,3014012600,대전광역시,중구,금동,X,X,36.245865,127.428109
786,184005012,8001370,23120,대자연아파트,3014011000,대전광역시,중구,대사동,O,O,36.315352,127.41709
787,184005013,8005923,23130,대자연아파트,3014011000,대전광역시,중구,대사동,O,O,36.315402,127.41748
788,184005121,8002928,23140,한밭도서관후문,3014011600,대전광역시,중구,문화동,O,O,36.31039,127.411432
789,184005120,8005922,23150,한밭도서관후문,3014011600,대전광역시,중구,문화동,O,O,36.310128,127.411416
790,185003334,8005935,23160,안복수길,3017010100,대전광역시,서구,복수동,X,X,36.296679,127.376789
791,185003335,8005934,23170,안복수길,3017010100,대전광역시,서구,복수동,O,X,36.296768,127.376837
792,184005014,8005924,23180,충남대학병원동문,3014011000,대전광역시,중구,대사동,O,X,36.317758,127.417527
793,184005206,8005946,23190,중구국민체육센터,3014010200,대전광역시,중구,선화동,O,O,36.329857,127.418927
794,184005357,8005952,23210,버드내아파트,3014011400,대전광역시,중구,태평동,O,X,36.3161,127.386726
795,184005358,8005951,23220,파라곤아파트,3014011400,대전광역시,중구,태평동,O,O,36.320885,127.386936
796,184005125,8005977,23230,홀트아동복지회관,3014011600,대전광역시,중구,문화동,O,O,36.313027,127.41435
797,184005278,8003077,23240,목양마을아파트후문,3014011200,대전광역시,중구,용두동,O,X,36.336945,127.403579
798,184005312,8002454,23250,으능정이거리,3014010100,대전광역시,중구,은행동,O,O,36.329297,127.427161
799,184005021,8005998,23260,보문오거리,3014011000,대전광역시,중구,대사동,O,O,36.317392,127.42518
800,184005002,8003064,23270,구완2교,3014012100,대전광역시,중구,구완동,X,X,36.277422,127.421689
801,184005067,8003075,23280,목양초등학교,3014010300,대전광역시,중구,목동,X,X,36.336319,127.406294
802,184005066,8003076,23290,목양초등학교,3014010300,대전광역시,중구,목동,O,X,36.336228,127.406067
803,184005015,8007001,23300,한화생명이글스파크,3014011000,대전광역시,중구,대사동,X,X,36.318079,127.428523
804,184005016,8007003,23310,보문산진입로,3014011000,대전광역시,중구,대사동,X,X,36.315903,127.425752
805,184005027,8007002,23320,보문산진입로,3014011000,대전광역시,중구,대사동,O,O,36.315637,127.425367
806,184005017,8007005,23330,보문산공원로,3014011000,대전광역시,중구,대사동,X,X,36.313545,127.422328
807,184005022,8007004,23340,보문산공원로,3014011000,대전광역시,중구,대사동,O,X,36.313668,127.422344
808,184005023,8007006,23350,보문산공원,3014011000,대전광역시,중구,대사동,O,X,36.312035,127.420388
809,184005082,8007007,23360,문창동보문교,3014010600,대전광역시,중구,문창동,O,X,36.320274,127.434186
810,184005204,8007042,23370,중구청역,3014010200,대전광역시,중구,선화동,O,O,36.324147,127.418424
811,184005156,8007031,23380,오월드,3014011800,대전광역시,중구,사정동,O,X,36.290075,127.395571
812,184005160,8007041,23390,윗사정삼거리,3014011800,대전광역시,중구,사정동,O,X,36.29263,127.39815
813,184005159,8007040,23400,윗사정삼거리,3014011800,대전광역시,중구,사정동,O,X,36.292784,127.398003
814,184005164,8007039,23410,백골저수지,3014011800,대전광역시,중구,사정동,O,X,36.2957,127.399873
815,184005163,8007038,23420,백골저수지,3014011800,대전광역시,중구,사정동,X,X,36.295815,127.399701
816,184005154,8007037,23430,대전보훈공원입구,3014011800,대전광역시,중구,사정동,O,X,36.298304,127.395066
817,184005152,8007036,23440,대전보훈공원입구,3014011800,대전광역시,중구,사정동,O,X,36.298215,127.394679
818,184005150,8007035,23450,백골삼거리,3014011800,대전광역시,중구,사정동,O,X,36.300045,127.393292
819,184005149,8007034,23460,백골삼거리,3014011800,대전광역시,중구,사정동,O,X,36.300138,127.392978
820,184005186,8007033,23470,보성네거리,3014011700,대전광역시,중구,산성동,O,X,36.303567,127.394246
821,184005187,8007032,23480,보성네거리,3014011700,대전광역시,중구,산성동,O,X,36.304215,127.394268
822,184005345,8070033,23490,보문산교통광장,3014012200,대전광역시,중구,침산동,X,X,36.287436,127.391286
823,184005346,8070034,23500,보문산교통광장,3014012200,대전광역시,중구,침산동,O,X,36.287659,127.391307
824,184005334,8007154,23510,중촌동과선교,3014010400,대전광역시,중구,중촌동,O,X,36.342884,127.409023
825,184005233,8001917,23520,샛고개,3014011900,대전광역시,중구,안영동,X,X,36.271007,127.378754
826,184005386,8007215,23580,침산교/점말,3014012200,대전광역시,중구,침산동,O,x,36.276373,127.39728
827,184005387,8007216,23590,침산교/점말,3014012200,대전광역시,중구,침산동,X,x,36.276343,127.397405
828,184005388,8007217,23600,침산동,3014012200,대전광역시,중구,침산동,O,x,36.273715,127.396262
829,184005389,8007218,23610,침산동,3014012200,대전광역시,중구,침산동,X,x,36.27363,127.396393
830,184005390,8007219,23620,금동,3014012600,대전광역시,중구,금동,O,x,36.245756,127.428145
831,184005391,8007257,23630,사정공원,3014011800,대전광역시,중구,사정동,O,x,36.298555,127.405042
832,184005392,8007327,23640,홀트아동복지회관,3014011600,대전광역시,중구,문화동,O,x,36.312167,127.413813
833,184005393,8007328,23650,목달동/송곡가든,3014012300,대전광역시,중구,목달동,X,x,36.268947,127.404385
834,184005394,8007329,23660,목달동/송곡가든,3014012300,대전광역시,중구,목달동,X,x,36.268977,127.404813
835,184005395,8007361,23670,파라곤아파트,3014011400,대전광역시,중구,태평동,O,x,36.320128,127.386336
836,184005409,8007449,23690,금동이고개,3014012600,대전광역시,중구,금동,X,x,36.246019,127.417927
837,184005410,8007450,23700,금동이고개,3014012600,대전광역시,중구,금동,X,x,36.245914,127.417981
838,185003325,8002979,30030,대전과학기술대학교,3017010100,대전광역시,서구,복수동,O,O,36.308205,127.376872
839,185003326,8002978,30020,계룡아파트,3017010100,대전광역시,서구,복수동,O,O,36.305379,127.372918
840,185003327,8002977,30030,대전과학기술대학교,3017010100,대전광역시,서구,복수동,O,O,36.304604,127.373243
841,185003328,8001755,30040,복수자이아파트,3017010100,대전광역시,서구,복수동,O,O,36.30566,127.372944
842,185003329,8002976,30050,대전과학기술대학교,3017010100,대전광역시,서구,복수동,O,O,36.304369,127.373776
843,185003330,8001648,30060,목화아파트,3017010100,대전광역시,서구,복수동,O,O,36.307756,127.373793
844,185003331,8001947,30070,서부경찰서,3017010100,대전광역시,서구,복수동,O,O,36.309408,127.373882
845,185003333,8005913,30080,초록마을5단지,3017010100,대전광역시,서구,복수동,X,X,36.298387,127.37611
846,185003332,8005585,30090,초록마을5단지,3017010100,대전광역시,서구,복수동,O,O,36.298177,127.375949
847,185003336,8002706,30100,초록마을네거리,3017010100,대전광역시,서구,복수동,X,X,36.299213,127.378514
848,185003337,8001754,30110,신계초등학교,3017010100,대전광역시,서구,복수동,O,X,36.302746,127.378719
849,185003339,8002705,30120,초록마을3단지,3017010100,대전광역시,서구,복수동,O,O,36.300118,127.37878
850,185003341,8002708,30130,초록마을1단지,3017010100,대전광역시,서구,복수동,O,O,36.304438,127.379402
851,185003343,8002707,30140,초록마을1단지,3017010100,대전광역시,서구,복수동,O,O,36.304218,127.379475
852,185003342,8005914,30150,복수동사정교,3017010100,대전광역시,서구,복수동,O,O,36.297803,127.37947
853,185003308,8001646,30180,목운주택입구,3017010200,대전광역시,서구,변동,O,O,36.328814,127.370405
854,185003309,8001645,30190,목운주택입구,3017010200,대전광역시,서구,변동,O,O,36.328759,127.370577
855,185003311,8001261,30210,내동중학교,3017010200,대전광역시,서구,변동,O,O,36.331687,127.37121
856,185003313,8001255,30220,봉산중학교입구,3017010200,대전광역시,서구,변동,O,O,36.329521,127.375708
857,185003312,8001258,30230,내동네거리,3017010200,대전광역시,서구,변동,X,O,36.32986,127.375673
858,185003314,8005910,30240,변전소네거리,3017010200,대전광역시,서구,변동,X,X,36.32936,127.37594
859,185003315,8002965,30250,향우네거리,3017010200,대전광역시,서구,변동,O,O,36.322835,127.37798
860,185003316,8002966,30260,향우네거리,3017010200,대전광역시,서구,변동,O,O,36.322579,127.378248
861,185003317,8001730,30270,변동네거리,3017010200,대전광역시,서구,변동,O,O,36.325028,127.378673
862,185003318,8001263,30280,내동초등학교,3017010200,대전광역시,서구,변동,O,O,36.329813,127.378767
863,185003319,8001731,30290,변동네거리,3017010200,대전광역시,서구,변동,O,O,36.326345,127.379917
864,185003151,8001262,30300,내동초등학교,3017011000,대전광역시,서구,내동,O,O,36.329688,127.379902
865,185003320,8001734,30310,변동시장,3017010200,대전광역시,서구,변동,O,O,36.324849,127.380677
866,185003321,8001735,30320,변동오거리,3017010200,대전광역시,서구,변동,O,O,36.328189,127.38071
867,185003322,8001733,30330,변동시장,3017010200,대전광역시,서구,변동,X,X,36.324956,127.381128
868,185003323,8001738,30340,변동초등학교,3017010200,대전광역시,서구,변동,O,O,36.323846,127.38377
869,185003324,8001739,30350,변동초등학교,3017010200,대전광역시,서구,변동,O,X,36.324038,127.383922
870,185003029,8005920,30360,변동복개도로,3017010200,대전광역시,서구,변동,O,O,36.328164,127.383806
871,185003156,8005947,30370,경남아파트,3017010300,대전광역시,서구,도마동,O,X,36.322431,127.368381
872,185003464,8001101,30380,공굴안,3017010400,대전광역시,서구,정림동,O,O,36.313498,127.368923
873,185003158,8001100,30390,공굴안,3017010400,대전광역시,서구,정림동,O,O,36.313369,127.369097
874,185003157,8005948,30400,경남아파트,3017010300,대전광역시,서구,도마동,X,X,36.322608,127.369034
875,185003159,8001707,30410,배재대학교,3017010300,대전광역시,서구,도마동,O,O,36.321972,127.370087
876,185003160,8001368,30420,대아아파트,3017010300,대전광역시,서구,도마동,O,O,36.325713,127.370223
877,185003161,8002831,30430,배재대학교,3017010300,대전광역시,서구,도마동,O,O,36.322803,127.370455
878,185003162,8002585,30440,대전지방조달청,3017010300,대전광역시,서구,도마동,O,O,36.320093,127.370493
879,185003164,8001084,30450,경남아파트,3017010300,대전광역시,서구,도마동,O,O,36.320582,127.370655
880,185003165,8001932,30460,서대전여고,3017010300,대전광역시,서구,도마동,O,X,36.326727,127.370983
881,185003166,8001763,30470,복음양지아파트,3017010300,대전광역시,서구,도마동,O,O,36.316468,127.3712
882,185003167,8001762,30480,복음양지아파트,3017010300,대전광역시,서구,도마동,O,O,36.316461,127.371347
883,185003168,8002545,30490,서부소방서,3017010300,대전광역시,서구,도마동,O,O,36.31025,127.372373
884,185003169,8002582,30500,도마중학교,3017010300,대전광역시,서구,도마동,X,X,36.319347,127.37298
885,185003170,8001708,30510,제일고등학교,3017010300,대전광역시,서구,도마동,O,O,36.315077,127.373371
886,185003171,8001495,30520,도마중학교,3017010300,대전광역시,서구,도마동,O,O,36.317862,127.373415
887,185003172,8001709,30530,배재시장,3017010300,대전광역시,서구,도마동,X,O,36.31704,127.373566
888,185003173,8001197,30540,귀빈장네거리,3017010300,대전광역시,서구,도마동,O,O,36.321603,127.373575
889,185003174,8001496,30550,도마중학교,3017010300,대전광역시,서구,도마동,O,X,36.319779,127.373719
890,185003176,8002579,30560,유천초등학교,3017010300,대전광역시,서구,도마동,X,X,36.314136,127.373859
891,185003175,8001256,30570,변동근린공원,3017010300,대전광역시,서구,도마동,O,O,36.325326,127.373723
892,185003177,8001737,30580,변동중학교,3017010300,대전광역시,서구,도마동,X,X,36.32278,127.373858
893,185003178,8001257,30590,변동근린공원,3017010300,대전광역시,서구,도마동,O,X,36.326094,127.373997
894,185003179,8002581,30600,도마2동주민센터,3017010300,대전광역시,서구,도마동,X,O,36.312422,127.374093
895,185003180,8002583,30610,도마중학교,3017010300,대전광역시,서구,도마동,O,X,36.319187,127.374108
896,185003181,8002580,30620,삼육중학교입구,3017010300,대전광역시,서구,도마동,X,O,36.311805,127.37449
897,185003182,8002584,30630,용화5길입구,3017010300,대전광역시,서구,도마동,O,X,36.319363,127.375843
898,185003183,8002118,30640,도마삼거리,3017010300,대전광역시,서구,도마동,O,O,36.311166,127.376208
899,185003184,8002119,30650,도마삼거리,3017010300,대전광역시,서구,도마동,O,O,36.311698,127.376647
900,185003185,8001276,30660,구농도원,3017010300,대전광역시,서구,도마동,O,O,36.319977,127.377596
901,185003186,8001277,30670,구농도원,3017010300,대전광역시,서구,도마동,O,O,36.320913,127.377991
902,185003187,8001279,30680,구농도원네거리,3017010300,대전광역시,서구,도마동,O,O,36.317562,127.378062
903,185003188,8001278,30690,구농도원네거리,3017010300,대전광역시,서구,도마동,O,O,36.31752,127.378434
904,185003189,8001494,30700,도마1동행정복지센터,3017010300,대전광역시,서구,도마동,O,O,36.314708,127.379145
905,185003190,8001491,30710,도마1동행정복지센터,3017010300,대전광역시,서구,도마동,O,O,36.315396,127.379203
906,185003191,8001488,30720,도마네거리,3017010300,대전광역시,서구,도마동,O,O,36.312647,127.380828
907,185003192,8001490,30730,도마네거리,3017010300,대전광역시,서구,도마동,O,O,36.313805,127.381268
908,185003193,8001489,30750,도마e편한세상아파트,3017010300,대전광역시,서구,도마동,O,O,36.313825,127.382102
909,185003196,8001493,30760,도마시장,3017010300,대전광역시,서구,도마동,O,O,36.314805,127.383507
910,185003198,8001492,30770,도마시장,3017010300,대전광역시,서구,도마동,O,O,36.314645,127.383909
911,185003197,8001483,30780,도마e편한세상아파트,3017010300,대전광역시,서구,도마동,O,O,36.311738,127.383479
912,185003195,8001482,30790,효성타운아파트,3017010300,대전광역시,서구,도마동,O,O,36.311588,127.383317
913,185003452,8002546,30800,가수원교,3017010400,대전광역시,서구,정림동,O,X,36.307351,127.362254
914,185003454,8002547,30810,정림삼거리,3017010400,대전광역시,서구,정림동,O,O,36.307276,127.363946
915,185003456,8002752,30820,코스모스아파트,3017010400,대전광역시,서구,정림동,X,X,36.309519,127.374483
916,185003455,8001198,30830,정림삼거리,3017010400,대전광역시,서구,정림동,O,O,36.306957,127.364623
917,185003457,8001199,30840,정림삼거리,3017010400,대전광역시,서구,정림동,O,O,36.306658,127.365052
918,185003458,8002337,30850,우성아파트,3017010400,대전광역시,서구,정림동,X,X,36.304119,127.375647
919,185003459,8002551,30860,정림초등학교,3017010400,대전광역시,서구,정림동,O,X,36.304733,127.365415
920,185003460,8002542,30870,정림동,3017010400,대전광역시,서구,정림동,O,O,36.308105,127.365443
921,185003461,8002550,30880,정림초등학교,3017010400,대전광역시,서구,정림동,O,O,36.30361,127.365935
922,185003462,8002541,30890,정림공원,3017010400,대전광역시,서구,정림동,O,O,36.30175,127.366468
923,185003463,8002543,30900,정림동,3017010400,대전광역시,서구,정림동,O,O,36.308147,127.366578
924,185003465,8002544,30910,서부소방서,3017010400,대전광역시,서구,정림동,O,O,36.309622,127.371833
925,185003364,8001950,30920,대전산업정보고,3017010500,대전광역시,서구,용문동,O,O,36.335475,127.389823
926,185003365,8001951,30930,대전산업정보고,3017010500,대전광역시,서구,용문동,O,O,36.335909,127.389868
927,185003366,8002508,30940,장미아파트,3017010500,대전광역시,서구,용문동,O,O,36.336982,127.391831
928,185003367,8002276,30950,용문역3번출구,3017010500,대전광역시,서구,용문동,O,O,36.337901,127.392492
929,185003368,8002278,30970,용문역1번출구,3017010500,대전광역시,서구,용문동,O,O,36.337083,127.394413
930,185003369,8002280,30980,용문역8번출구,3017010500,대전광역시,서구,용문동,O,O,36.33757,127.394428
931,185003370,8002277,30990,용문역7번출구,3017010500,대전광역시,서구,용문동,O,O,36.339495,127.395065
932,185003373,8001497,31010,도산서원,3017010500,대전광역시,서구,용문동,O,O,36.343,127.399616
933,185003466,8002425,31020,유승기업사,3017010600,대전광역시,서구,탄방동,O,O,36.343542,127.380975
934,185003467,8001075,31030,국민연금서대전지사,3017010600,대전광역시,서구,탄방동,O,O,36.345921,127.38198
935,185003468,8001572,31040,둔산초등학교,3017010600,대전광역시,서구,탄방동,O,O,36.34839,127.383023
936,185003469,8001074,31050,개나리아파트,3017010600,대전광역시,서구,탄방동,O,O,36.34336,127.383142
937,185003470,8005593,31060,탄방역1번출구,3017010600,대전광역시,서구,탄방동,X,X,36.345267,127.384295
938,185003471,8005594,31080,탄방역종점,3017010600,대전광역시,서구,탄방동,O,X,36.345342,127.385038
939,185003473,8005865,31090,탄방역.대전고용센터,3017010600,대전광역시,서구,탄방동,O,O,36.346851,127.385678
940,185003472,8002760,31100,탄방역.대전고용센터,3017010600,대전광역시,서구,탄방동,O,O,36.346522,127.385685
941,185003474,8005559,31110,샤크존,3017010600,대전광역시,서구,탄방동,O,X,36.348098,127.38637
942,185003476,8001949,31120,서부농협본점,3017010600,대전광역시,서구,탄방동,O,O,36.342387,127.387483
943,185003475,8005558,31130,샤크존,3017010600,대전광역시,서구,탄방동,O,O,36.347412,127.386716
944,185003477,8002953,31140,한우리아파트,3017010600,대전광역시,서구,탄방동,O,O,36.346507,127.387981
945,185003478,8002954,31150,한우리아파트,3017010600,대전광역시,서구,탄방동,O,O,36.346816,127.388468
946,185003481,8002279,31160,용문역5번출구,3017010600,대전광역시,서구,탄방동,O,O,36.339158,127.392477
